peakName,gene,TBP,TFIIA,TFIIB,TFIIE,TFIIF
chrVII_312000_312294,YGL101W,NA,NA,3.204962451,NA,NA
chrXIII_124023_124410,YML073C,NA,NA,8.561601855,NA,NA
chrXV_747171_747482,YOR215C,NA,NA,2.930542116,NA,NA
chrIV_321978_322383,YDL075W,NA,NA,4.537710498,NA,NA
chrXI_109029_109418,YKL180W,NA,NA,11.76942021,NA,NA
chrXV_238446_238701,YOL049W,NA,NA,5.605482141,NA,NA
chrXI_618587_619001,YKR094C,NA,NA,7.195354658,NA,NA
chrXV_94240_94652,YOL120C,NA,NA,5.297037882,NA,NA
chrIII_259436_259630,YCR083W,NA,NA,6.482393352,NA,NA
chrVII_383163_384055,YGL063W,NA,NA,6.072309782,NA,NA
chrXI_429113_429401,YKL007W,NA,NA,33.01764798,NA,NA
chrXIII_101682_101952,YML082W,NA,NA,5.309136621,NA,NA
chrXIII_777806_778106,YMR255W,NA,NA,5.644628913,NA,NA
chrII_728009_728282,YBR256C,NA,NA,12.04162215,NA,NA
chrXII_202397_202870,YLR029C,NA,NA,4.32114503,NA,NA
chrXIII_897518_897775,YMR311C,NA,NA,18.242123,NA,NA
chrXVI_828046_828321,YPR148C,NA,NA,10.4623663,NA,NA
chrXV_780714_781009,YOR236W,NA,NA,2.345379027,NA,NA
chrII_586107_586303,YBR177C,NA,NA,8.492758907,NA,NA
chrXI_598814_599052,YKR084C,NA,NA,1.921332923,NA,NA
chrI_39089_39341,YAL056W,NA,NA,6.915546251,NA,NA
chrII_606033_606419,YBR191W,NA,NA,7.628223257,NA,NA
chrVIII_127619_127853,YHR011W,NA,NA,7.117799156,NA,NA
chrXVI_627712_627960,YPR030W,NA,NA,31.75438475,NA,NA
chrIV_1450706_1451085,YDR500C,NA,NA,6.707815695,NA,NA
chrXI_392212_392430,YKL025C,NA,NA,5.371149946,NA,NA
chrIV_491254_491690,YDR025W,NA,NA,7.839660031,NA,NA
chrIV_1301373_1301773,YDR418W,NA,NA,4.479919111,NA,NA
chrXII_1025053_1025289,YLR446W,NA,NA,4.994777642,NA,NA
chrXI_524909_525322,YKR046C,NA,NA,6.541683022,NA,NA
chrXV_901043_901428,YOR312C,NA,NA,11.57129606,NA,NA
chrXVI_135568_135927,YPL220W,NA,NA,3.918137255,NA,NA
chrI_101052_101320,YAL025C,NA,NA,9.634492749,NA,NA
chrXIV_439216_439432,YNL099C,NA,NA,1.955477492,NA,NA
chrXV_77375_77661,YOL129W,NA,NA,1.527895083,NA,NA
chrVII_617703_618026,YGR063C,NA,NA,10.0592888,NA,NA
chrV_307483_307740,YER074W-A,NA,NA,3.428823376,NA,NA
chrVIII_104035_104436,YHL001W,NA,NA,6.159131889,NA,NA
chrXVI_643642_643947,YPR036W,NA,NA,7.41905243,NA,NA
chrIV_557985_558215,YDR051C,NA,NA,3.966932161,NA,NA
chrIV_1325190_1325492,YDR429C,NA,NA,8.348045391,NA,NA
chrII_768062_768336,YBR282W,NA,NA,3.261222847,NA,NA
chrVII_93631_93871,YGL210W,NA,NA,2.091997099,NA,NA
chrVII_542015_542309,YGR028W,NA,NA,7.281014449,NA,NA
chrXIV_331085_331477,YNL162W,NA,NA,4.830806754,NA,NA
chrII_611806_612037,YBR195C,NA,NA,17.17347413,NA,NA
chrX_157083_157542,YJL136C,NA,NA,2.838302349,NA,NA
chrX_470884_471123,YJR024C,NA,NA,9.014293571,NA,NA
chrVIII_380_1161,YHL050W-A,NA,NA,5.003141803,NA,NA
chrIV_478667_478927,YDR016C,NA,NA,15.47540384,NA,NA
chrVIII_25435_25661,YHL038C,NA,NA,10.238737,NA,NA
chrX_315483_315709,YJL065C,NA,NA,4.26469067,NA,NA
chrX_359598_359832,YJL044C,NA,NA,10.22894715,NA,NA
chrXII_918935_919181,YLR398C,NA,NA,4.230277417,NA,NA
chrXIII_789733_790023,YMR260C,NA,NA,2.578997071,NA,NA
chrVIII_382573_383006,YHR141C,NA,NA,6.168656472,NA,NA
chrII_168193_168574,YBL027W,NA,NA,6.335411245,NA,NA
chrXI_329988_330265,YKL058W,NA,NA,13.35426869,NA,NA
chrXV_389056_389291,YOR031W,NA,NA,14.84393498,NA,NA
chrXI_80889_81103,YKL191W,NA,NA,4.120916001,NA,NA
chrXI_385597_385841,YKL028W,NA,NA,42.84958514,NA,NA
chrII_355944_356165,YBR058C,NA,NA,44.05339087,NA,NA
chrII_415094_415503,YBR084C-A,NA,NA,2.817599758,NA,NA
chrIX_244364_244635,YIL062C,NA,NA,3.51743053,NA,NA
chrIII_104235_104539,YCL010C,NA,NA,7.103470706,NA,NA
chrIX_215838_216141,YIL077C,NA,NA,6.760114641,NA,NA
chrIX_289960_290291,YIL034C,NA,NA,6.363550335,NA,NA
chrIII_50142_50951,YCL042W,NA,NA,7.371906956,NA,NA
chrXII_1028617_1029016,YLR448W,NA,NA,16.71495116,NA,NA
chrII_679126_679388,YBR229C,NA,NA,2.122037021,NA,NA
chrXII_912233_912459,YLR396C,NA,NA,3.517870245,NA,NA
chrXIV_157778_158024,YNL259C,NA,NA,4.323858841,NA,NA
chrIV_954119_954383,YDR246W,NA,NA,5.688543649,NA,NA
chrIX_316514_316948,YIL018W,NA,NA,6.532738966,NA,NA
chrV_123515_123725,YEL017W,NA,NA,43.22980861,NA,NA
chrXIII_110077_110343,YML079W,NA,NA,12.23481703,NA,NA
chrVII_349481_349678,YGL085W,NA,NA,8.949170054,NA,NA
chrXV_161274_161811,YOL085W-A,NA,NA,10.64450265,NA,NA
chrXIII_721279_721597,YMR225C,NA,NA,16.58596813,NA,NA
chrVII_310689_311174,YGL103W,NA,NA,2.738230091,NA,NA
chrVII_148784_149212,YGL188C-A,NA,NA,3.310479974,NA,NA
chrXV_196333_196611,YOL071W,NA,NA,4.634165702,NA,NA
chrVIII_497146_497481,YHR198C,NA,NA,21.20210233,NA,NA
chrXVI_337027_337326,YPL113C,NA,NA,4.623247422,NA,NA
chrX_383692_383913,YJL033W,NA,NA,4.715583118,NA,NA
chrXIII_777806_778106,YMR254C,NA,NA,5.644628913,NA,NA
chrIV_88111_88317,YDL207W,NA,NA,1.179332583,NA,NA
chrXIII_650936_651286,YMR194W,NA,NA,5.575358958,NA,NA
chrXV_689465_689715,YOR189W,NA,NA,2.786544226,NA,NA
chrIII_205332_205527,YCR042C,NA,NA,6.167620551,NA,NA
chrXI_158383_158776,YKL156W,NA,NA,2.587539381,NA,NA
chrI_171628_171842,YAR018C,NA,NA,4.200088496,NA,NA
chrXIII_262583_262851,YML004C,NA,NA,3.392545385,NA,NA
chrV_121319_121557,YEL018W,NA,NA,4.304804905,NA,NA
chrII_764586_764871,YBR280C,NA,NA,2.552838757,NA,NA
chrXII_550218_550431,YLR201C,NA,NA,10.87556102,NA,NA
chrXIV_494834_495231,YNL069C,NA,NA,6.355821029,NA,NA
chrVI_45458_45724,YFL044C,NA,NA,6.772181483,NA,NA
chrXIII_442378_442612,YMR087W,NA,NA,3.262561683,NA,NA
chrXI_510557_510770,YKR036C,NA,NA,9.406745637,NA,NA
chrXV_379593_379906,YOR026W,NA,NA,9.384849424,NA,NA
chrXI_507768_508048,YKR035W-A,NA,NA,2.497331875,NA,NA
chrII_653219_653432,YBR215W,NA,NA,13.01354695,NA,NA
chrII_400788_401050,YBR080C,NA,NA,9.176876576,NA,NA
chrX_285156_285444,YJL081C,NA,NA,7.443097725,NA,NA
chrXVI_938849_939273,YPR199C,NA,NA,4.177977616,NA,NA
chrVIII_183934_184138,YHR038W,NA,NA,2.821477704,NA,NA
chrV_371940_372143,YER105C,NA,NA,11.71168051,NA,NA
chrVIII_32686_32883,YHL035C,NA,NA,9.186275651,NA,NA
chrXVI_454902_455135,YPL055C,NA,NA,20.63457104,NA,NA
chrIV_1480245_1480546,YDR519W,NA,NA,12.75176437,NA,NA
chrV_474811_475170,YER154W,NA,NA,26.34752813,NA,NA
chrXII_121171_121414,YLL014W,NA,NA,8.05285217,NA,NA
chrIII_46822_47044,YCL045C,NA,NA,5.964248122,NA,NA
chrXIV_349655_349913,YNL149C,NA,NA,11.85508694,NA,NA
chrIX_241728_242100,YIL064W,NA,NA,17.28824734,NA,NA
chrX_572911_573221,YJR074W,NA,NA,12.26873649,NA,NA
chrXII_167662_167997,YLR010C,NA,NA,7.693930024,NA,NA
chrXV_1003098_1003407,YOR354C,NA,NA,16.0861598,NA,NA
chrIX_229896_230146,YIL071C,NA,NA,3.937039541,NA,NA
chrXII_725339_725547,YLR298C,NA,NA,4.809682099,NA,NA
chrIV_473017_473241,YDR013W,NA,NA,6.373664173,NA,NA
chrXIII_754070_754468,YMR242W-A,NA,NA,3.62769869,NA,NA
chrXV_875233_875462,YOR297C,NA,NA,5.369559072,NA,NA
chrV_342675_342980,YER092W,NA,NA,1.586971325,NA,NA
chrVII_92376_92593,YGL211W,NA,NA,9.772475613,NA,NA
chrXI_82770_83069,YKL190W,NA,NA,12.39464739,NA,NA
chrXVI_792515_792804,YPR129W,NA,NA,15.91900312,NA,NA
chrX_312583_312880,YJL069C,NA,NA,8.672187686,NA,NA
chrIV_1182864_1183682,YDR353W,NA,NA,13.23252971,NA,NA
chrIV_145388_145697,YDL175C,NA,NA,2.01703072,NA,NA
chrVII_601483_601788,YGR056W,NA,NA,33.15421134,NA,NA
chrXII_241997_242416,YLR048W,NA,NA,1.503803184,NA,NA
chrVII_639439_639635,YGR077C,NA,NA,44.54559723,NA,NA
chrXII_759312_759599,YLR312W-A,NA,NA,3.301855424,NA,NA
chrIII_12785_13297,YCL067C,NA,NA,12.16752591,NA,NA
chrXVI_202409_202709,YPL183C,NA,NA,6.345831156,NA,NA
chrIV_644874_645241,YDR098C,NA,NA,8.656842,NA,NA
chrXIII_688930_689189,YMR211W,NA,NA,9.16484645,NA,NA
chrVII_1082595_1082907,YGR295C,NA,NA,2.158395638,NA,NA
chrVII_249712_249982,YGL137W,NA,NA,2.706638429,NA,NA
chrXIV_581800_581996,YNL026W,NA,NA,35.93398744,NA,NA
chrX_317134_317391,YJL062W,NA,NA,2.648597671,NA,NA
chrX_262435_262704,YJL091C,NA,NA,22.99064278,NA,NA
chrXIII_20335_20770,YML126C,NA,NA,2.134635653,NA,NA
chrVIII_189733_190027,YHR041C,NA,NA,31.45861864,NA,NA
chrXIV_498416_498626,YNL067W-A,NA,NA,1.736334412,NA,NA
chrXII_1066682_1066979,YLR463C,NA,NA,7.420611305,NA,NA
chrI_132078_132290,YAL011W,NA,NA,3.08195667,NA,NA
chrIII_199927_200456,YCR039C,NA,NA,5.539552946,NA,NA
chrVIII_220606_220817,YHR060W,NA,NA,1.858491624,NA,NA
chrIV_778910_779150,YDR161W,NA,NA,8.819763764,NA,NA
chrXVI_746719_746974,YPR110C,NA,NA,5.975897846,NA,NA
chrIV_77877_78077,YDL213C,NA,NA,6.283221061,NA,NA
chrXII_472343_472898,YLR156C-A,NA,NA,6.092685287,NA,NA
chrVIII_209105_209823,YHR050W-A,NA,NA,5.514673191,NA,NA
chrVI_49024_49233,YFL041W,NA,NA,6.728578383,NA,NA
chrXVI_412032_412456,YPL075W,NA,NA,3.056487303,NA,NA
chrIV_1204082_1204352,YDR364C,NA,NA,5.48844468,NA,NA
chrXIII_574777_575093,YMR159C,NA,NA,7.355638134,NA,NA
chrXII_573752_574091,YLR218C,NA,NA,2.188305338,NA,NA
chrXI_506364_506662,YKR032W,NA,NA,5.643711212,NA,NA
chrXIII_321685_322059,YMR024W,NA,NA,8.025875304,NA,NA
chrV_116986_117777,YEL020C-B,NA,NA,2.786027699,NA,NA
chrXVI_44237_44450,YPL264C,NA,NA,5.675632143,NA,NA
chrX_11376_11573,YJL222W,NA,NA,3.262425411,NA,NA
chrVII_846236_846568,YGR174C,NA,NA,7.735692108,NA,NA
chrVIII_26071_26281,YHL037C,NA,NA,3.094079217,NA,NA
chrV_192635_192966,YER019W,NA,NA,21.11126897,NA,NA
chrXVI_694791_695252,YPR074W-A,NA,NA,2.737151636,NA,NA
chrXIII_178065_178533,YML049C,NA,NA,9.421739016,NA,NA
chrXIII_494381_494597,YMR112C,NA,NA,18.30695884,NA,NA
chrXI_168684_168961,YKL149C,NA,NA,5.571825278,NA,NA
chrIII_151592_152118,YCR018C-A,NA,NA,1.482171843,NA,NA
chrII_10447_10640,YBL107C,NA,NA,1.872300848,NA,NA
chrIV_675546_675773,YDR109C,NA,NA,9.033414095,NA,NA
chrXI_573467_573698,YKR070W,NA,NA,39.5169185,NA,NA
chrIX_11398_11606,YIL173W,NA,NA,3.409757651,NA,NA
chrXIV_587583_588088,YNL024C,NA,NA,12.36733222,NA,NA
chrXIII_7107_7406,YML132W,NA,NA,6.702304509,NA,NA
chrXIV_8198_8488,YNL336W,NA,NA,13.28692329,NA,NA
chrVII_617154_617371,YGR062C,NA,NA,11.89227143,NA,NA
chrII_274882_276140,YBR018C,NA,NA,4.010910286,NA,NA
chrXI_14397_14604,YKL219W,NA,NA,6.239138037,NA,NA
chrIV_455064_455370,YDR004W,NA,NA,1.463648565,NA,NA
chrXII_380688_380989,YLR116W,NA,NA,3.238322576,NA,NA
chrXIV_398219_398485,YNL122C,NA,NA,11.21089151,NA,NA
chrII_28179_28710,YBL100W-C,NA,NA,9.356331995,NA,NA
chrV_318440_318888,YER078W-A,NA,NA,27.28590457,NA,NA
chrVIII_452717_453071,YHR175W,NA,NA,1.85464879,NA,NA
chrX_256674_256902,YJL093C,NA,NA,4.597827923,NA,NA
chrXVI_228067_228607,YPL170W,NA,NA,8.324851782,NA,NA
chrVI_2201_2979,YFL066C,NA,NA,3.502701244,NA,NA
chrVIII_540325_540824,YHR213W-A,NA,NA,1.706219113,NA,NA
chrVI_95804_96181,YFL021W,NA,NA,11.85173709,NA,NA
chrII_110415_110828,YBL059W,NA,NA,2.787742361,NA,NA
chrVII_303388_303703,YGL109W,NA,NA,5.205883123,NA,NA
chrXIV_137574_137889,YNL269W,NA,NA,4.153203875,NA,NA
chrXIV_542758_543237,YNL045W,NA,NA,2.924905861,NA,NA
chrXII_924749_925100,YLR402W,NA,NA,1.461176716,NA,NA
chrXIII_67437_68360,snR85,NA,NA,13.39630331,NA,NA
chrXIV_300767_301356,YNL179C,NA,NA,5.568687415,NA,NA
chrVI_225853_226280,YFR034W-A,NA,NA,3.22925863,NA,NA
chrXIII_312057_312371,YMR019W,NA,NA,4.149508851,NA,NA
chrXII_485475_486089,YLR159C-A,NA,NA,4.3900849,NA,NA
chrIX_84855_85370,YIL141W,NA,NA,1.505575841,NA,NA
chrXII_66423_66827,YLL037W,NA,NA,11.48431184,NA,NA
chrX_5948_6181,YJL225C,NA,NA,1.895818319,NA,NA
chrIV_22313_22761,YDL240C-A,NA,NA,8.175885317,NA,NA
chrXVI_526620_526998,YPL015C,NA,NA,2.584875709,NA,NA
chrX_717532_717779,YJR151W-A,NA,NA,23.8519893,NA,NA
chrVII_345661_346167,YGL088W,NA,NA,3.86628476,NA,NA
chrX_628561_629020,YJR108W,NA,NA,9.11272234,NA,NA
chrIII_50142_50951,YCL041C,NA,NA,7.371906956,NA,NA
chrXII_486460_487957,YLR160C,NA,NA,3.173602014,NA,NA
chrIX_177316_177590,YIL100W,NA,NA,4.995602638,NA,NA
chrXI_578124_578727,YKR073C,NA,NA,1.49077793,NA,NA
chrXVI_724845_725278,YPR096C,NA,NA,5.02869757,NA,NA
chrX_348558_349628,YJL047C-A,NA,NA,3.386022653,NA,NA
chrXIII_412826_413950,YMR074C,NA,NA,3.447028333,NA,NA
chrXII_485475_486089,RDN5-5,NA,NA,4.3900849,NA,NA
chrX_293948_294316,YJL077W-B,NA,NA,19.61991168,NA,NA
chrV_571144_571340,YER189W,NA,NA,4.748511467,NA,NA
chrXV_720092_720444,YOR199W,NA,NA,12.78784524,NA,NA
chrXII_482805_484290,YLR158C,NA,NA,4.189416963,NA,NA
chrXVI_593003_593366,YPR016W-A,NA,NA,3.944444954,NA,NA
chrXII_473231_474702,YLR157C,NA,NA,3.076274663,NA,NA
chrIV_847826_848505,YDR194W-A,NA,NA,2.42526379,NA,NA
chrVIII_85872_86140,YHL009W-A,NA,NA,5.767184182,NA,NA
chrVIII_85872_86140,YHL009W-B,NA,NA,5.767184182,NA,NA
chrXIII_854657_855129,YMR292W,NA,NA,<1,NA,NA
chrV_355085_355393,YER097W,NA,NA,1.795771718,NA,NA
chrXII_1056721_1057447,YLR459W,NA,NA,NA,<1,NA
chrIV_111209_111478,YDL194W,NA,NA,NA,<1,NA
chrIV_820897_821229,YDR180W,NA,NA,NA,<1,NA
chrIX_343611_344140,YIL007C,NA,NA,NA,<1,NA
chrXVI_568869_569528,YPR006C,NA,NA,NA,<1,NA
chrXVI_264239_264539,YPL153C,NA,NA,NA,<1,NA
chrX_378422_378836,YJL036W,NA,NA,NA,<1,NA
chrII_323955_324323,YBR043C,NA,NA,NA,<1,NA
chrXV_682060_682523,YOR185C,NA,NA,NA,<1,NA
chrIX_343611_344140,YIL006W,NA,NA,NA,<1,NA
chrII_331425_331873,YBR047W,NA,NA,NA,<1,NA
chrXIII_362585_363031,YMR046C,NA,NA,NA,<1,NA
chrXIII_362585_363031,YMR045C,NA,NA,NA,<1,NA
chrVII_196464_196698,YGL163C,NA,NA,NA,<1,NA
chrXI_242640_242882,YKL105C,NA,NA,NA,<1,NA
chrIV_1342115_1342513,YDR440W,NA,NA,NA,<1,NA
chrVIII_490429_490727,YHR195W,NA,NA,NA,<1,NA
chrII_649998_650405,YBR213W,NA,NA,NA,<1,NA
chrXIII_279609_279991,YMR007W,NA,NA,NA,<1,NA
chrXIII_552962_553442,YMR144W,NA,NA,NA,<1,NA
chrII_547126_547489,YBR153W,NA,NA,NA,<1,NA
chrIV_670998_671368,YDR107C,NA,NA,NA,<1,NA
chrXV_111778_112131,YOL107W,NA,NA,NA,<1,NA
chrXI_5647_5881,YKL222C,NA,NA,NA,<1,NA
chrII_645188_645629,YBR210W,NA,NA,NA,<1,NA
chrII_331425_331873,YBR046C,NA,NA,NA,<1,NA
chrXII_614439_614794,YLR238W,NA,NA,NA,<1,NA
chrXV_658472_658747,YOR174W,NA,NA,NA,<1,NA
chrV_184207_184603,YER015W,NA,NA,NA,<1,NA
chrIII_133136_133381,YCR010C,NA,NA,NA,<1,NA
chrXIV_373395_374034,YNL134C,NA,NA,NA,<1,NA
chrXV_467504_467935,YOR074C,NA,NA,NA,<1,NA
chrXVI_775158_775464,YPR120C,NA,NA,NA,<1,NA
chrIV_485249_485728,YDR019C,NA,NA,NA,<1,NA
chrXIV_274094_274395,YNL193W,NA,NA,NA,<1,NA
chrXIII_279609_279991,YMR006C,NA,NA,NA,<1,NA
chrVII_521902_522381,YGR016W,NA,NA,NA,<1,NA
chrI_105852_106116,YAL024C,NA,NA,NA,<1,NA
chrXII_797134_797503,YLR335W,NA,NA,NA,<1,NA
chrI_52586_52819,YAL049C,NA,NA,NA,<1,NA
chrVII_216004_216326,YGL153W,NA,NA,NA,<1,NA
chrVIII_377685_377922,YHR138C,NA,NA,NA,<1,NA
chrX_313879_314159,YJL068C,NA,NA,NA,<1,NA
chrII_451972_452171,YBR105C,NA,NA,NA,<1,NA
chrVII_459639_459885,YGL018C,NA,NA,NA,<1,NA
chrXIV_439219_439543,YNL099C,NA,NA,NA,<1,NA
chrVIII_302534_302793,YHR099W,NA,NA,NA,<1,NA
chrII_441278_441558,YBR098W,NA,NA,NA,<1,NA
chrXIII_564189_564491,YMR153W,NA,NA,NA,<1,NA
chrXV_594841_595193,YOR142W-A,NA,NA,NA,<1,NA
chrXV_594841_595193,YOR142W-B,NA,NA,NA,<1,NA
chrVIII_250839_251174,YHR076W,NA,NA,NA,<1,NA
chrIV_1075118_1075408,YDR306C,NA,NA,NA,<1,NA
chrVII_459639_459885,YGL017W,NA,NA,NA,<1,NA
chrVII_942182_942428,YGR223C,NA,NA,NA,<1,NA
chrVIII_69459_69779,YHL018W,NA,NA,NA,<1,NA
chrXIV_122613_122976,YNL273W,NA,NA,NA,<1,NA
chrXVI_563738_563971,YPR003C,NA,NA,NA,<1,NA
chrIV_670998_671368,YDR108W,NA,NA,NA,<1,NA
chrIII_248727_249066,YCR075C,NA,NA,NA,<1,NA
chrXIV_224353_224747,YNL225C,NA,NA,NA,<1,NA
chrV_366575_366871,YER104W,NA,NA,NA,<1,NA
chrIII_248727_249066,YCR075W-A,NA,NA,NA,<1,NA
chrVII_352248_352499,YGL084C,NA,NA,NA,<1,NA
chrXIII_733272_733665,YMR231W,NA,NA,NA,<1,NA
chrXIV_122091_122398,YNL274C,NA,NA,NA,<1,NA
chrXIV_128973_129342,YNL272C,NA,NA,NA,<1,NA
chrXII_159855_160095,YLR005W,NA,NA,NA,<1,NA
chrXI_625624_625957,YKR095W-A,NA,NA,NA,<1,NA
chrVII_718688_718953,YGR113W,NA,NA,NA,<1,NA
chrVIII_69459_69779,YHL019C,NA,NA,NA,<1,NA
chrIX_237719_237940,YIL067C,NA,NA,NA,<1,NA
chrVII_216004_216326,YGL154C,NA,NA,NA,<1,NA
chrVII_969894_970349,YGR239C,NA,NA,NA,<1,NA
chrXV_111778_112131,YOL108C,NA,NA,NA,<1,NA
chrX_254410_254606,YJL094C,NA,NA,NA,<1,NA
chrVII_521902_522381,YGR015C,NA,NA,NA,<1,NA
chrX_517417_517737,YJR043C,NA,NA,NA,<1,NA
chrX_313879_314159,YJL067W,NA,NA,NA,<1,NA
chrVII_359265_359499,YGL079W,NA,NA,NA,<1,NA
chrV_26479_26734,YEL066W,NA,NA,NA,<1,NA
chrIX_307868_308108,YIL026C,NA,NA,NA,<1,NA
chrIV_473825_474151,YDR014W,NA,NA,NA,<1,NA
chrIX_380950_381107,YIR014W,NA,NA,NA,<1,NA
chrXVI_184644_184826,YPL191C,NA,NA,NA,<1,NA
chrIX_62644_62920,YIL150C,NA,NA,NA,<1,NA
chrIV_963285_963434,YDR252W,NA,NA,NA,<1,NA
chrIII_46825_47087,YCL045C,NA,NA,NA,<1,NA
chrIX_229887_230199,YIL071C,NA,NA,NA,<1,NA
chrIII_17120_17360,YCL063W,NA,NA,NA,<1,NA
chrVI_80112_80404,YFL028C,NA,NA,NA,<1,NA
chrXIII_173008_173183,YML050W,NA,NA,NA,<1,NA
chrXV_1066703_1066890,YOR386W,NA,NA,NA,<1,NA
chrXV_389050_389294,YOR031W,NA,NA,NA,<1,NA
chrXVI_703917_704100,YPR081C,NA,NA,NA,<1,NA
chrII_684847_685030,YBR233W-A,NA,NA,NA,<1,NA
chrIV_1185956_1186186,YDR356W,NA,NA,NA,<1,NA
chrXVI_423830_424023,YPL069C,NA,NA,NA,<1,NA
chrI_79565_79801,YAL034W-A,NA,NA,NA,<1,NA
chrVII_31776_31980,YGL250W,NA,NA,NA,<1,NA
chrVIII_498375_498528,YHR199C,NA,NA,NA,<1,NA
chrXV_196322_196639,YOL071W,NA,NA,NA,<1,NA
chrXV_820317_820538,YOR265W,NA,NA,NA,<1,NA
chrXI_407121_407407,YKL017C,NA,NA,NA,<1,NA
chrVI_239755_239933,YFR043C,NA,NA,NA,<1,NA
chrVIII_78267_78471,YHL013C,NA,NA,NA,<1,NA
chrXIII_688766_689374,YMR211W,NA,NA,NA,<1,NA
chrXIV_8237_8406,YNL336W,NA,NA,NA,<1,NA
chrIII_249955_250147,YCR076C,NA,NA,NA,<1,NA
chrV_69631_69906,YEL044W,NA,NA,NA,<1,NA
chrXIII_401388_401721,YMR066W,NA,NA,NA,<1,NA
chrX_256676_256918,YJL093C,NA,NA,NA,<1,NA
chrX_410928_411119,YJL013C,NA,NA,NA,<1,NA
chrIX_11420_11598,YIL173W,NA,NA,NA,<1,NA
chrVII_154131_154410,YGL185C,NA,NA,NA,<1,NA
chrIX_84801_85431,YIL140W,NA,NA,NA,<1,NA
chrIX_73519_73863,YIL147C,NA,NA,NA,<1,NA
chrXVI_603433_603753,YPR021C,NA,NA,NA,<1,NA
chrVII_409678_409934,YGL049C,NA,NA,NA,<1,NA
chrXV_546529_546782,YOR118W,NA,NA,NA,<1,NA
chrX_184210_184567,YJL127C,NA,NA,NA,<1,NA
chrIV_276548_276874,YDL102W,NA,NA,NA,<1,NA
chrVIII_402645_403038,YHR153C,NA,NA,NA,<1,NA
chrVII_875048_875487,YGR188C,NA,NA,NA,<1,NA
chrXII_778914_779217,YLR324W,NA,NA,NA,<1,NA
chrIX_345411_345679,YIL005W,NA,NA,NA,<1,NA
chrIV_373604_373895,YDL045C,NA,NA,NA,<1,NA
chrX_468239_468599,YJR019C,NA,NA,NA,<1,NA
chrII_283403_283803,YBR022W,NA,NA,NA,<1,NA
chrXVI_37755_38313,YPL267W,NA,NA,NA,<1,NA
chrXVI_921617_921837,YPR192W,NA,NA,NA,<1,NA
chrIV_276548_276874,YDL103C,NA,NA,NA,<1,NA
chrI_86965_87355,YAL031C,NA,NA,NA,<1,NA
chrI_86965_87355,YAL030W,NA,NA,NA,<1,NA
chrVIII_402645_403038,YHR154W,NA,NA,NA,<1,NA
chrVII_174286_174562,YGL174W,NA,NA,NA,<1,NA
chrXVI_944285_944680,YPR204W,NA,NA,NA,<1,NA
chrXIII_720614_720926,YMR224C,NA,NA,NA,<1,NA
chrXII_778914_779217,YLR323C,NA,NA,NA,<1,NA
chrIV_302630_302936,YDL085C-A,NA,NA,NA,<1,NA
chrX_184210_184567,YJL126W,NA,NA,NA,<1,NA
chrXIII_108617_108783,YML080W,NA,NA,NA,<1,NA
chrVII_174286_174562,YGL175C,NA,NA,NA,<1,NA
chrIX_403392_403726,YIR025W,NA,NA,NA,<1,NA
chrV_5883_6173,YEL074W,NA,NA,NA,<1,NA
chrIV_361276_361477,YDL054C,NA,NA,NA,<1,NA
chrVII_822965_823246,YGR161C-C,NA,NA,NA,<1,NA
chrVII_822965_823246,YGR161C-D,NA,NA,NA,<1,NA
chrII_161438_161779,YBL031W,NA,NA,NA,<1,NA
chrXIII_273828_274027,YMR004W,NA,NA,NA,<1,NA
chrII_480830_481185,YBR120C,NA,NA,NA,<1,NA
chrIV_1311833_1312077,YDR421W,NA,NA,NA,<1,NA
chrXIV_466159_466341,YNL086W,NA,NA,NA,<1,NA
chrXI_46937_47210,YKL208W,NA,NA,NA,<1,NA
chrVI_47681_47970,YFL042C,NA,NA,NA,<1,NA
chrIII_259386_259607,YCR083W,NA,NA,NA,<1,NA
chrVI_184275_184569,YFR019W,NA,NA,NA,<1,NA
chrXII_954834_955026,YLR417W,NA,NA,NA,<1,NA
chrXIII_230692_231090,YML021C,NA,NA,NA,<1,NA
chrVII_579196_579600,YGR042W,NA,NA,NA,<1,NA
chrV_173269_173549,YER010C,NA,NA,NA,<1,NA
chrXIV_643523_643821,YNR010W,NA,NA,NA,<1,NA
chrIX_403392_403726,YIR024C,NA,NA,NA,<1,NA
chrXI_148814_148998,YKL162C,NA,NA,NA,<1,NA
chrVII_1070101_1070349,YGR288W,NA,NA,NA,<1,NA
chrXIV_245442_245657,YNL214W,NA,NA,NA,<1,NA
chrVI_244075_244373,YFR046C,NA,NA,NA,<1,NA
chrIV_1213746_1213943,YDR368W,NA,NA,NA,<1,NA
chrXVI_360062_360238,YPL101W,NA,NA,NA,<1,NA
chrXII_153854_154213,YLR001C,NA,NA,NA,<1,NA
chrVII_381198_381455,YGL065C,NA,NA,NA,<1,NA
chrXI_478180_478384,YKR020W,NA,NA,NA,<1,NA
chrXV_426063_426211,YOR051C,NA,NA,NA,<1,NA
chrIX_149967_150114,YIL114C,NA,NA,NA,<1,NA
chrVII_525107_525253,YGR019W,NA,NA,NA,<1,NA
chrIV_954116_954368,YDR246W,NA,NA,NA,<1,NA
chrV_31205_31360,YEL064C,NA,NA,NA,<1,NA
chrVII_1045432_1045614,YGR276C,NA,NA,NA,<1,NA
chrXIII_50870_51122,YML110C,NA,NA,NA,<1,NA
