gene,TATA_class
YKL003C,TATA-less
YKL004W,TATA-less
YKL005C,TATA-less
YKL006C-A,TATA-less
YKL006W,TATA-less
YKL007W,TATA-less
YKL008C,TATA-less
YKL009W,TATA-less
YKL012W,TATA-less
YKL014C,TATA-less
YKL015W,TATA-less
YKL016C,TATA-containing
YKL017C,TATA-less
YKL018W,TATA-less
YKL019W,TATA-less
YKL020C,TATA-less
YKL021C,TATA-less
YKL022C,TATA-less
YKL024C,TATA-less
YKL025C,TATA-less
YKL027W,TATA-containing
YKL028W,TATA-less
YKL029C,TATA-containing
YKL032C,TATA-less
YKL033W,TATA-less
YKL033W-A,TATA-less
YKL034W,TATA-less
YKL035W,TATA-containing
YKL038W,TATA-less
YKL039W,TATA-containing
YKL040C,TATA-containing
YKL041W,TATA-less
YKL042W,TATA-less
YKL043W,TATA-containing
YKL045W,TATA-less
YKL046C,TATA-less
YKL047W,TATA-less
YKL048C,TATA-less
YKL049C,TATA-less
YKL051W,TATA-less
YKL052C,TATA-less
YKL053C-A,TATA-less
YKL054C,TATA-less
YKL055C,TATA-containing
YKL056C,TATA-containing
YKL057C,TATA-less
YKL058W,TATA-less
YKL059C,TATA-less
YKL060C,TATA-containing
YKL061W,TATA-less
YKL063C,TATA-less
YKL064W,TATA-less
YKL065C,TATA-less
YKL067W,TATA-containing
YKL068W,TATA-less
YKL068W-A,TATA-less
YKL072W,TATA-less
YKL077W,TATA-less
YKL078W,TATA-containing
YKL080W,TATA-less
YKL081W,TATA-less
YKL082C,TATA-less
YKL085W,TATA-containing
YKL086W,TATA-containing
YKL087C,TATA-containing
YKL088W,TATA-less
YKL089W,TATA-less
YKL090W,TATA-less
YKL091C,TATA-less
YKL092C,TATA-less
YKL094W,TATA-containing
YKL096W,TATA-less
YKL096W-A,TATA-containing
YKL097C,TATA-less
YKL098W,TATA-less
YKL099C,TATA-less
YKL100C,TATA-less
YKL101W,TATA-less
YKL104C,TATA-less
YKL106W,TATA-containing
YKL108W,TATA-less
YKL109W,TATA-containing
YKL110C,TATA-less
YKL112W,TATA-less
YKL113C,TATA-containing
YKL114C,TATA-less
YKL116C,TATA-less
YKL117W,TATA-less
YKL119C,TATA-less
YKL120W,TATA-containing
YKL121W,TATA-less
YKL122C,TATA-less
YKL124W,TATA-less
YKL125W,TATA-containing
YKL126W,TATA-less
YKL127W,TATA-less
YKL128C,TATA-less
YKL130C,TATA-less
YKL134C,TATA-containing
YKL135C,TATA-less
YKL138C,TATA-containing
YKL138C-A,TATA-less
YKL139W,TATA-less
YKL140W,TATA-less
YKL141W,TATA-containing
YKL142W,TATA-less
YKL143W,TATA-less
YKL144C,TATA-less
YKL145W,TATA-less
YKL146W,TATA-less
YKL148C,TATA-less
YKL149C,TATA-less
YKL150W,TATA-containing
YKL151C,TATA-containing
YKL152C,TATA-less
YKL153W,TATA-less
YKL155C,TATA-less
YKL156W,TATA-less
YKL159C,TATA-containing
YKL160W,TATA-less
YKL162C,TATA-less
YKL164C,TATA-containing
YKL165C,TATA-less
YKL166C,TATA-less
YKL167C,TATA-less
YKL168C,TATA-less
YKL170W,TATA-less
YKL171W,TATA-less
YKL172W,TATA-less
YKL173W,TATA-less
YKL175W,TATA-less
YKL176C,TATA-less
YKL179C,TATA-less
YKL180W,TATA-less
YKL181W,TATA-less
YKL183W,TATA-less
YKL184W,TATA-less
YKL185W,TATA-less
YKL186C,TATA-less
YKL189W,TATA-less
YKL190W,TATA-less
YKL191W,TATA-less
YKL192C,TATA-less
YKL193C,TATA-less
YKL194C,TATA-less
YKL195W,TATA-less
YKL196C,TATA-less
YKL197C,TATA-less
YKL198C,TATA-less
YKL203C,TATA-less
YKL204W,TATA-less
YKL205W,TATA-less
YKL206C,TATA-less
YKL208W,TATA-containing
YKL209C,TATA-less
YKL210W,TATA-less
YKL211C,TATA-less
YKL212W,TATA-less
YKL213C,TATA-containing
YKL214C,TATA-less
YKL216W,TATA-containing
YKL219W,TATA-containing
YKR001C,TATA-containing
YKR002W,TATA-less
YKR003W,TATA-less
YKR006C,TATA-less
YKR007W,TATA-less
YKR008W,TATA-less
YKR010C,TATA-less
YKR011C,TATA-less
YKR013W,TATA-containing
YKR014C,TATA-less
YKR016W,TATA-less
YKR017C,TATA-less
YKR018C,TATA-less
YKR019C,TATA-less
YKR021W,TATA-less
YKR022C,TATA-less
YKR023W,TATA-less
YKR024C,TATA-less
YKR025W,TATA-less
YKR026C,TATA-less
YKR027W,TATA-less
YKR028W,TATA-less
YKR029C,TATA-less
YKR030W,TATA-containing
YKR031C,TATA-less
YKR035W-A,TATA-less
YKR036C,TATA-less
YKR037C,TATA-less
YKR038C,TATA-less
YKR039W,TATA-less
YKR041W,TATA-less
YKR042W,TATA-containing
YKR043C,TATA-containing
YKR044W,TATA-containing
YKR045C,TATA-containing
YKR047W,TATA-less
YKR048C,TATA-less
YKR049C,TATA-less
YKR051W,TATA-less
YKR052C,TATA-containing
YKR053C,TATA-less
YKR054C,TATA-containing
YKR055W,TATA-less
YKR056W,TATA-less
YKR057W,TATA-less
YKR058W,TATA-containing
YKR059W,TATA-less
YKR060W,TATA-containing
YKR061W,TATA-containing
YKR062W,TATA-less
YKR063C,TATA-less
YKR064W,TATA-less
YKR065C,TATA-less
YKR066C,TATA-less
YKR067W,TATA-less
YKR068C,TATA-less
YKR069W,TATA-containing
YKR070W,TATA-less
YKR071C,TATA-less
YKR072C,TATA-less
YKR073C,TATA-less
YKR074W,TATA-less
YKR075C,TATA-containing
YKR077W,TATA-less
YKR079C,TATA-less
YKR080W,TATA-less
YKR081C,TATA-less
YKR082W,TATA-less
YKR084C,TATA-less
YKR087C,TATA-less
YKR089C,TATA-less
YKR090W,TATA-less
YKR091W,TATA-less
YKR092C,TATA-containing
YKR093W,TATA-containing
YKR094C,TATA-containing
YKR095W,TATA-less
YKR095W-A,TATA-containing
YKR098C,TATA-less
YKR099W,TATA-less
YKR100C,TATA-less
YLL001W,TATA-less
YLL002W,TATA-less
YLL003W,TATA-less
YLL004W,TATA-less
YLL006W,TATA-less
YLL007C,TATA-less
YLL008W,TATA-less
YLL009C,TATA-less
YLL010C,TATA-less
YLL011W,TATA-less
YLL013C,TATA-less
YLL014W,TATA-less
YLL015W,TATA-less
YLL018C,TATA-less
YLL018C-A,TATA-less
YLL021W,TATA-less
YLL023C,TATA-less
YLL024C,TATA-containing
YLL026W,TATA-containing
YLL027W,TATA-less
YLL028W,TATA-containing
YLL029W,TATA-less
YLL031C,TATA-less
YLL032C,TATA-containing
YLL034C,TATA-less
YLL035W,TATA-less
YLL038C,TATA-less
YLL039C,TATA-containing
YLL040C,TATA-less
YLL041C,TATA-containing
YLL043W,TATA-less
YLL045C,TATA-containing
YLL048C,TATA-containing
YLL049W,TATA-less
YLL050C,TATA-less
YLL051C,TATA-less
YLL052C,TATA-containing
YLL059C,TATA-less
YLL060C,TATA-containing
YLL061W,TATA-less
YLL062C,TATA-less
YLL063C,TATA-less
YLR001C,TATA-less
YLR002C,TATA-containing
YLR003C,TATA-less
YLR005W,TATA-less
YLR006C,TATA-containing
YLR007W,TATA-containing
YLR008C,TATA-less
YLR009W,TATA-less
YLR010C,TATA-less
YLR011W,TATA-less
YLR014C,TATA-less
YLR016C,TATA-less
YLR017W,TATA-less
YLR018C,TATA-less
YLR019W,TATA-less
YLR023C,TATA-less
YLR025W,TATA-less
YLR027C,TATA-containing
YLR028C,TATA-less
YLR029C,TATA-less
YLR032W,TATA-less
YLR033W,TATA-less
YLR034C,TATA-containing
YLR035C,TATA-containing
YLR036C,TATA-less
YLR038C,TATA-less
YLR039C,TATA-less
YLR043C,TATA-less
YLR044C,TATA-containing
YLR045C,TATA-less
YLR047C,TATA-less
YLR048W,TATA-less
YLR049C,TATA-less
YLR050C,TATA-containing
YLR051C,TATA-less
YLR052W,TATA-less
YLR055C,TATA-less
YLR056W,TATA-less
YLR057W,TATA-less
YLR058C,TATA-containing
YLR059C,TATA-less
YLR060W,TATA-less
YLR061W,TATA-less
YLR063W,TATA-less
YLR064W,TATA-less
YLR065C,TATA-less
YLR066W,TATA-less
YLR067C,TATA-less
YLR069C,TATA-less
YLR071C,TATA-less
YLR072W,TATA-less
YLR073C,TATA-less
YLR074C,TATA-containing
YLR075W,TATA-containing
YLR079W,TATA-containing
YLR082C,TATA-less
YLR083C,TATA-less
YLR084C,TATA-less
YLR085C,TATA-less
YLR086W,TATA-less
YLR087C,TATA-less
YLR088W,TATA-containing
YLR089C,TATA-containing
YLR090W,TATA-less
YLR091W,TATA-containing
YLR093C,TATA-less
YLR094C,TATA-less
YLR095C,TATA-less
YLR096W,TATA-less
YLR097C,TATA-less
YLR098C,TATA-less
YLR099C,TATA-containing
YLR099W-A,TATA-less
YLR100W,TATA-less
YLR102C,TATA-less
YLR103C,TATA-less
YLR104W,TATA-less
YLR105C,TATA-less
YLR106C,TATA-less
YLR108C,TATA-less
YLR109W,TATA-containing
YLR110C,TATA-containing
YLR111W,TATA-less
YLR112W,TATA-containing
YLR113W,TATA-less
YLR114C,TATA-less
YLR115W,TATA-less
YLR116W,TATA-less
YLR119W,TATA-less
YLR120C,TATA-less
YLR120W-A,TATA-containing
YLR125W,TATA-less
YLR126C,TATA-less
YLR129W,TATA-less
YLR130C,TATA-less
YLR131C,TATA-less
YLR133W,TATA-less
YLR135W,TATA-less
YLR136C,TATA-containing
YLR137W,TATA-less
YLR138W,TATA-less
YLR141W,TATA-less
YLR142W,TATA-containing
YLR143W,TATA-less
YLR146C,TATA-less
YLR147C,TATA-less
YLR150W,TATA-less
YLR152C,TATA-less
YLR153C,TATA-containing
YLR154C,TATA-less
YLR163C,TATA-less
YLR164W,TATA-less
YLR165C,TATA-less
YLR166C,TATA-less
YLR167W,TATA-less
YLR170C,TATA-less
YLR172C,TATA-less
YLR175W,TATA-less
YLR176C,TATA-less
YLR179C,TATA-containing
YLR180W,TATA-less
YLR183C,TATA-less
YLR185W,TATA-less
YLR186W,TATA-less
YLR187W,TATA-less
YLR188W,TATA-containing
YLR189C,TATA-less
YLR190W,TATA-less
YLR191W,TATA-less
YLR192C,TATA-less
YLR193C,TATA-containing
YLR194C,TATA-containing
YLR195C,TATA-less
YLR196W,TATA-less
YLR197W,TATA-less
YLR203C,TATA-less
YLR204W,TATA-less
YLR205C,TATA-less
YLR206W,TATA-less
YLR207W,TATA-less
YLR208W,TATA-less
YLR209C,TATA-less
YLR210W,TATA-less
YLR211C,TATA-less
YLR213C,TATA-less
YLR214W,TATA-less
YLR215C,TATA-less
YLR216C,TATA-less
YLR218C,TATA-less
YLR219W,TATA-less
YLR220W,TATA-containing
YLR221C,TATA-less
YLR222C,TATA-less
YLR223C,TATA-less
YLR224W,TATA-less
YLR225C,TATA-containing
YLR226W,TATA-less
YLR227C,TATA-less
YLR228C,TATA-containing
YLR229C,TATA-less
YLR234W,TATA-less
YLR236C,TATA-less
YLR238W,TATA-less
YLR240W,TATA-less
YLR241W,TATA-less
YLR242C,TATA-less
YLR243W,TATA-less
YLR244C,TATA-less
YLR245C,TATA-less
YLR247C,TATA-less
YLR248W,TATA-less
YLR249W,TATA-containing
YLR250W,TATA-less
YLR254C,TATA-less
YLR256W,TATA-less
YLR257W,TATA-containing
YLR258W,TATA-containing
YLR259C,TATA-containing
YLR260W,TATA-less
YLR262C,TATA-containing
YLR262C-A,TATA-less
YLR263W,TATA-containing
YLR264W,TATA-less
YLR265C,TATA-less
YLR266C,TATA-less
YLR270W,TATA-less
YLR274W,TATA-less
YLR275W,TATA-less
YLR276C,TATA-less
YLR277C,TATA-less
YLR278C,TATA-less
YLR280C,TATA-less
YLR285W,TATA-less
YLR286C,TATA-containing
YLR287C,TATA-less
YLR287C-A,TATA-less
YLR289W,TATA-less
YLR291C,TATA-less
YLR292C,TATA-less
YLR293C,TATA-less
YLR295C,TATA-containing
YLR297W,TATA-containing
YLR298C,TATA-less
YLR299W,TATA-containing
YLR300W,TATA-containing
YLR301W,TATA-less
YLR304C,TATA-containing
YLR305C,TATA-less
YLR306W,TATA-less
YLR309C,TATA-less
YLR310C,TATA-less
YLR312W-A,TATA-less
YLR314C,TATA-less
YLR315W,TATA-less
YLR316C,TATA-less
YLR318W,TATA-less
YLR319C,TATA-less
YLR321C,TATA-less
YLR323C,TATA-less
YLR325C,TATA-less
YLR326W,TATA-less
YLR328W,TATA-less
YLR330W,TATA-less
YLR332W,TATA-less
YLR335W,TATA-less
YLR336C,TATA-less
YLR340W,TATA-less
YLR342W,TATA-less
YLR344W,TATA-less
YLR346C,TATA-containing
YLR347C,TATA-less
YLR348C,TATA-containing
YLR350W,TATA-containing
YLR351C,TATA-less
YLR352W,TATA-less
YLR353W,TATA-less
YLR354C,TATA-containing
YLR355C,TATA-containing
YLR356W,TATA-less
YLR357W,TATA-less
YLR359W,TATA-less
YLR360W,TATA-less
YLR362W,TATA-less
YLR363C,TATA-less
YLR363W-A,TATA-less
YLR364C-A,TATA-less
YLR364W,TATA-containing
YLR370C,TATA-less
YLR371W,TATA-less
YLR372W,TATA-less
YLR373C,TATA-less
YLR375W,TATA-less
YLR378C,TATA-less
YLR380W,TATA-less
YLR382C,TATA-less
YLR383W,TATA-less
YLR384C,TATA-less
YLR387C,TATA-less
YLR389C,TATA-less
YLR390W,TATA-less
YLR390W-A,TATA-less
YLR392C,TATA-less
YLR393W,TATA-less
YLR395C,TATA-less
YLR396C,TATA-less
YLR397C,TATA-less
YLR398C,TATA-less
YLR399C,TATA-less
YLR400W,TATA-less
YLR401C,TATA-less
YLR404W,TATA-containing
YLR405W,TATA-less
YLR406C,TATA-less
YLR407W,TATA-less
YLR409C,TATA-less
YLR410W,TATA-less
YLR412C-A,TATA-less
YLR412W,TATA-less
YLR413W,TATA-containing
YLR414C,TATA-containing
YLR417W,TATA-less
YLR418C,TATA-less
YLR419W,TATA-less
YLR420W,TATA-containing
YLR421C,TATA-less
YLR422W,TATA-containing
YLR425W,TATA-less
YLR426W,TATA-less
YLR427W,TATA-less
YLR429W,TATA-less
YLR430W,TATA-less
YLR431C,TATA-less
YLR432W,TATA-containing
YLR433C,TATA-containing
YLR435W,TATA-less
YLR436C,TATA-less
YLR437C,TATA-less
YLR438W,TATA-containing
YLR439W,TATA-less
YLR441C,TATA-less
YLR442C,TATA-less
YLR443W,TATA-less
YLR447C,TATA-less
YLR448W,TATA-less
YLR450W,TATA-less
YLR451W,TATA-containing
YLR452C,TATA-containing
YLR453C,TATA-less
YLR454W,TATA-less
YLR455W,TATA-less
YLR459W,TATA-less
YML001W,TATA-less
YML003W,TATA-less
YML004C,TATA-containing
YML006C,TATA-less
YML007C-A,TATA-less
YML007W,TATA-less
YML008C,TATA-containing
YML009C,TATA-less
YML010W,TATA-less
YML011C,TATA-containing
YML012W,TATA-less
YML013C-A,TATA-less
YML013W,TATA-less
YML014W,TATA-less
YML016C,TATA-less
YML017W,TATA-less
YML018C,TATA-less
YML021C,TATA-less
YML022W,TATA-less
YML023C,TATA-less
YML024W,TATA-less
YML025C,TATA-less
YML026C,TATA-less
YML027W,TATA-containing
YML028W,TATA-containing
YML029W,TATA-less
YML030W,TATA-less
YML031W,TATA-less
YML032C,TATA-less
YML034W,TATA-less
YML035C,TATA-less
YML036W,TATA-less
YML038C,TATA-less
YML041C,TATA-containing
YML043C,TATA-less
YML046W,TATA-less
YML048W,TATA-containing
YML049C,TATA-less
YML052W,TATA-less
YML053C,TATA-containing
YML055W,TATA-less
YML056C,TATA-containing
YML057W,TATA-less
YML058W,TATA-containing
YML059C,TATA-less
YML062C,TATA-less
YML063W,TATA-less
YML064C,TATA-less
YML065W,TATA-less
YML067C,TATA-less
YML068W,TATA-less
YML069W,TATA-less
YML070W,TATA-containing
YML071C,TATA-less
YML072C,TATA-less
YML073C,TATA-less
YML074C,TATA-less
YML075C,TATA-less
YML076C,TATA-less
YML077W,TATA-less
YML079W,TATA-less
YML080W,TATA-less
YML081C-A,TATA-less
YML081W,TATA-less
YML082W,TATA-less
YML085C,TATA-less
YML086C,TATA-less
YML087C,TATA-less
YML088W,TATA-less
YML091C,TATA-less
YML092C,TATA-less
YML093W,TATA-less
YML095C,TATA-less
YML098W,TATA-less
YML099C,TATA-less
YML100W,TATA-containing
YML101C,TATA-containing
YML102W,TATA-less
YML103C,TATA-less
YML104C,TATA-less
YML106W,TATA-less
YML107C,TATA-less
YML108W,TATA-less
YML110C,TATA-less
YML111W,TATA-less
YML112W,TATA-less
YML113W,TATA-less
YML114C,TATA-less
YML115C,TATA-less
YML116W,TATA-containing
YML117W,TATA-less
YML119W,TATA-less
YML120C,TATA-containing
YML121W,TATA-less
YML123C,TATA-containing
YML124C,TATA-less
YML125C,TATA-less
YML126C,TATA-containing
YML127W,TATA-less
YML128C,TATA-less
YML129C,TATA-less
YML130C,TATA-less
YML131W,TATA-containing
YMR001C,TATA-less
YMR002W,TATA-containing
YMR003W,TATA-less
YMR004W,TATA-less
YMR005W,TATA-less
YMR009W,TATA-containing
YMR010W,TATA-less
YMR011W,TATA-containing
YMR012W,TATA-less
YMR013C,TATA-less
YMR014W,TATA-less
YMR015C,TATA-containing
YMR019W,TATA-less
YMR021C,TATA-less
YMR022W,TATA-less
YMR024W,TATA-containing
YMR026C,TATA-less
YMR027W,TATA-less
YMR029C,TATA-less
YMR031C,TATA-less
YMR032W,TATA-less
YMR033W,TATA-less
YMR035W,TATA-less
YMR036C,TATA-less
YMR038C,TATA-less
YMR039C,TATA-less
YMR040W,TATA-less
YMR042W,TATA-less
YMR043W,TATA-less
YMR044W,TATA-less
YMR047C,TATA-less
YMR048W,TATA-less
YMR049C,TATA-less
YMR053C,TATA-less
YMR054W,TATA-less
YMR056C,TATA-less
YMR058W,TATA-containing
YMR059W,TATA-less
YMR060C,TATA-less
YMR061W,TATA-less
YMR062C,TATA-containing
YMR063W,TATA-less
YMR064W,TATA-less
YMR065W,TATA-less
YMR066W,TATA-less
YMR067C,TATA-less
YMR069W,TATA-less
YMR070W,TATA-less
YMR071C,TATA-less
YMR072W,TATA-less
YMR073C,TATA-less
YMR074C,TATA-containing
YMR075W,TATA-containing
YMR076C,TATA-less
YMR077C,TATA-less
YMR078C,TATA-less
YMR079W,TATA-less
YMR080C,TATA-less
YMR083W,TATA-less
YMR086C-A,TATA-less
YMR086W,TATA-less
YMR088C,TATA-less
YMR089C,TATA-less
YMR092C,TATA-less
YMR093W,TATA-less
YMR094W,TATA-less
YMR098C,TATA-less
YMR100W,TATA-less
YMR108W,TATA-containing
YMR109W,TATA-less
YMR110C,TATA-containing
YMR112C,TATA-containing
YMR113W,TATA-less
YMR115W,TATA-less
YMR116C,TATA-less
YMR117C,TATA-less
YMR119W,TATA-less
YMR120C,TATA-containing
YMR121C,TATA-less
YMR122W-A,TATA-containing
YMR123W,TATA-less
YMR124W,TATA-less
YMR125W,TATA-less
YMR126C,TATA-less
YMR127C,TATA-less
YMR128W,TATA-containing
YMR129W,TATA-less
YMR130W,TATA-less
YMR131C,TATA-less
YMR132C,TATA-less
YMR134W,TATA-containing
YMR135C,TATA-less
YMR136W,TATA-containing
YMR137C,TATA-less
YMR139W,TATA-less
YMR140W,TATA-less
YMR141W-A,TATA-less
YMR142C,TATA-less
YMR143W,TATA-less
YMR144W,TATA-less
YMR145C,TATA-containing
YMR146C,TATA-less
YMR147W,TATA-less
YMR149W,TATA-less
YMR150C,TATA-less
YMR152W,TATA-less
YMR153W,TATA-less
YMR154C,TATA-less
YMR158W,TATA-less
YMR159C,TATA-less
YMR161W,TATA-less
YMR162C,TATA-less
YMR163C,TATA-less
YMR164C,TATA-less
YMR165C,TATA-less
YMR166C,TATA-less
YMR167W,TATA-less
YMR168C,TATA-less
YMR171C,TATA-less
YMR172W,TATA-less
YMR173W,TATA-less
YMR175W-A,TATA-containing
YMR176W,TATA-less
YMR177W,TATA-less
YMR178W,TATA-less
YMR181C,TATA-containing
YMR182C,TATA-less
YMR182W-A,TATA-less
YMR183C,TATA-less
YMR184W,TATA-less
YMR185W,TATA-less
YMR186W,TATA-containing
YMR188C,TATA-less
YMR189W,TATA-containing
YMR190C,TATA-less
YMR191W,TATA-containing
YMR192W,TATA-less
YMR194W,TATA-less
YMR195W,TATA-containing
YMR197C,TATA-less
YMR198W,TATA-less
YMR199W,TATA-containing
YMR200W,TATA-containing
YMR201C,TATA-less
YMR202W,TATA-containing
YMR203W,TATA-less
YMR204C,TATA-less
YMR205C,TATA-less
YMR208W,TATA-less
YMR210W,TATA-less
YMR211W,TATA-less
YMR212C,TATA-less
YMR213W,TATA-less
YMR214W,TATA-less
YMR215W,TATA-less
YMR216C,TATA-less
YMR217W,TATA-less
YMR220W,TATA-containing
YMR221C,TATA-containing
YMR222C,TATA-less
YMR223W,TATA-less
YMR224C,TATA-less
YMR225C,TATA-less
YMR226C,TATA-containing
YMR227C,TATA-less
YMR228W,TATA-less
YMR229C,TATA-less
YMR230W,TATA-less
YMR231W,TATA-containing
YMR233W,TATA-less
YMR234W,TATA-less
YMR235C,TATA-less
YMR236W,TATA-less
YMR238W,TATA-less
YMR239C,TATA-less
YMR240C,TATA-less
YMR241W,TATA-less
YMR242C,TATA-less
YMR243C,TATA-less
YMR244C-A,TATA-less
YMR245W,TATA-containing
YMR246W,TATA-containing
YMR247C,TATA-less
YMR250W,TATA-less
YMR251W,TATA-less
YMR251W-A,TATA-containing
YMR253C,TATA-less
YMR255W,TATA-less
YMR256C,TATA-less
YMR257C,TATA-less
YMR258C,TATA-less
YMR259C,TATA-less
YMR260C,TATA-less
YMR261C,TATA-less
YMR262W,TATA-less
YMR263W,TATA-containing
YMR264W,TATA-less
YMR265C,TATA-less
YMR266W,TATA-containing
YMR267W,TATA-less
YMR269W,TATA-less
YMR270C,TATA-less
YMR272C,TATA-less
YMR273C,TATA-less
YMR276W,TATA-less
YMR278W,TATA-less
YMR281W,TATA-less
YMR282C,TATA-less
YMR284W,TATA-less
YMR285C,TATA-less
YMR287C,TATA-less
YMR288W,TATA-less
YMR289W,TATA-less
YMR290C,TATA-less
YMR291W,TATA-less
YMR292W,TATA-less
YMR294W,TATA-less
YMR295C,TATA-less
YMR296C,TATA-less
YMR297W,TATA-less
YMR298W,TATA-less
YMR300C,TATA-less
YMR302C,TATA-less
YMR304W,TATA-less
YMR305C,TATA-containing
YMR306C-A,TATA-less
YMR307W,TATA-less
YMR308C,TATA-less
YMR309C,TATA-less
YMR310C,TATA-less
YMR311C,TATA-less
YMR312W,TATA-less
YMR313C,TATA-less
YMR314W,TATA-less
YMR315W,TATA-containing
YMR316W,TATA-containing
YMR318C,TATA-less
YMR319C,TATA-less
YNL001W,TATA-less
YNL002C,TATA-less
YNL003C,TATA-containing
YNL005C,TATA-less
YNL006W,TATA-less
YNL007C,TATA-less
YNL008C,TATA-containing
YNL009W,TATA-less
YNL010W,TATA-less
YNL011C,TATA-less
YNL014W,TATA-less
YNL015W,TATA-containing
YNL020C,TATA-less
YNL021W,TATA-less
YNL022C,TATA-less
YNL023C,TATA-containing
YNL024C,TATA-less
YNL024C-A,TATA-less
YNL025C,TATA-less
YNL026W,TATA-less
YNL027W,TATA-less
YNL029C,TATA-less
YNL030W,TATA-containing
YNL031C,TATA-containing
YNL032W,TATA-less
YNL035C,TATA-less
YNL036W,TATA-containing
YNL037C,TATA-containing
YNL038W,TATA-less
YNL039W,TATA-less
YNL040W,TATA-less
YNL041C,TATA-containing
YNL042W,TATA-less
YNL044W,TATA-containing
YNL046W,TATA-containing
YNL047C,TATA-less
YNL048W,TATA-less
YNL049C,TATA-less
YNL050C,TATA-less
YNL051W,TATA-less
YNL052W,TATA-less
YNL053W,TATA-less
YNL054W,TATA-less
YNL055C,TATA-containing
YNL056W,TATA-less
YNL058C,TATA-less
YNL059C,TATA-less
YNL061W,TATA-less
YNL062C,TATA-less
YNL063W,TATA-less
YNL064C,TATA-less
YNL065W,TATA-containing
YNL067W,TATA-less
YNL068C,TATA-less
YNL069C,TATA-less
YNL070W,TATA-less
YNL071W,TATA-less
YNL072W,TATA-containing
YNL073W,TATA-less
YNL074C,TATA-less
YNL075W,TATA-containing
YNL076W,TATA-less
YNL077W,TATA-less
YNL078W,TATA-less
YNL079C,TATA-less
YNL080C,TATA-less
YNL081C,TATA-less
YNL082W,TATA-less
YNL084C,TATA-less
YNL085W,TATA-less
YNL086W,TATA-less
YNL087W,TATA-containing
YNL088W,TATA-less
YNL090W,TATA-less
YNL091W,TATA-less
YNL094W,TATA-less
YNL095C,TATA-less
YNL096C,TATA-less
YNL097C,TATA-less
YNL098C,TATA-containing
YNL099C,TATA-less
YNL100W,TATA-less
YNL101W,TATA-less
YNL102W,TATA-less
YNL103W,TATA-less
YNL104C,TATA-containing
YNL106C,TATA-less
YNL108C,TATA-containing
YNL110C,TATA-less
YNL111C,TATA-containing
YNL112W,TATA-containing
YNL113W,TATA-less
YNL115C,TATA-less
YNL116W,TATA-less
YNL118C,TATA-less
YNL119W,TATA-less
YNL121C,TATA-less
YNL122C,TATA-containing
YNL123W,TATA-less
YNL124W,TATA-less
YNL125C,TATA-less
YNL126W,TATA-less
YNL127W,TATA-less
YNL129W,TATA-less
YNL130C,TATA-less
YNL131W,TATA-less
YNL132W,TATA-containing
YNL134C,TATA-less
YNL135C,TATA-less
YNL136W,TATA-less
YNL137C,TATA-less
YNL138W,TATA-less
YNL138W-A,TATA-less
YNL139C,TATA-less
YNL141W,TATA-less
YNL142W,TATA-less
YNL145W,TATA-containing
YNL146C-A,TATA-less
YNL146W,TATA-less
YNL147W,TATA-less
YNL148C,TATA-less
YNL149C,TATA-less
YNL151C,TATA-less
YNL152W,TATA-less
YNL155W,TATA-less
YNL156C,TATA-less
YNL157W,TATA-less
YNL158W,TATA-less
YNL159C,TATA-less
YNL160W,TATA-containing
YNL161W,TATA-less
YNL162W,TATA-less
YNL162W-A,TATA-less
YNL163C,TATA-less
YNL164C,TATA-less
YNL165W,TATA-less
YNL166C,TATA-less
YNL167C,TATA-less
YNL168C,TATA-less
YNL169C,TATA-less
YNL172W,TATA-less
YNL173C,TATA-less
YNL175C,TATA-less
YNL176C,TATA-less
YNL177C,TATA-less
YNL178W,TATA-less
YNL179C,TATA-containing
YNL180C,TATA-less
YNL181W,TATA-less
YNL182C,TATA-less
YNL186W,TATA-less
YNL187W,TATA-less
YNL188W,TATA-less
YNL189W,TATA-less
YNL190W,TATA-containing
YNL191W,TATA-containing
YNL192W,TATA-less
YNL193W,TATA-less
YNL195C,TATA-less
YNL197C,TATA-less
YNL199C,TATA-less
YNL201C,TATA-less
YNL206C,TATA-less
YNL207W,TATA-less
YNL208W,TATA-less
YNL209W,TATA-less
YNL211C,TATA-less
YNL212W,TATA-less
YNL213C,TATA-less
YNL215W,TATA-less
YNL216W,TATA-less
YNL217W,TATA-less
YNL218W,TATA-less
YNL219C,TATA-less
YNL220W,TATA-containing
YNL221C,TATA-less
YNL222W,TATA-less
YNL223W,TATA-less
YNL227C,TATA-less
YNL228W,TATA-less
YNL229C,TATA-less
YNL230C,TATA-less
YNL231C,TATA-less
YNL232W,TATA-less
YNL233W,TATA-less
YNL234W,TATA-less
YNL236W,TATA-less
YNL238W,TATA-less
YNL239W,TATA-less
YNL240C,TATA-less
YNL243W,TATA-containing
YNL244C,TATA-less
YNL245C,TATA-less
YNL246W,TATA-less
YNL247W,TATA-less
YNL248C,TATA-less
YNL249C,TATA-less
YNL250W,TATA-less
YNL251C,TATA-containing
YNL252C,TATA-less
YNL253W,TATA-less
YNL254C,TATA-containing
YNL255C,TATA-less
YNL256W,TATA-less
YNL258C,TATA-less
YNL259C,TATA-less
YNL260C,TATA-containing
YNL261W,TATA-containing
YNL262W,TATA-less
YNL263C,TATA-less
YNL264C,TATA-less
YNL265C,TATA-containing
YNL267W,TATA-less
YNL268W,TATA-less
